Model,Üretim Yılı,Motor Sayısı,Motor Türü,Kapasite,Menzil (km),Yakıt Tüketimi (L/saat),Saatlik Bakım Maliyeti ($),Yaş,Satış Bölgesi,Fiyat ($)
Airbus A320,1996,2,Turbofan,180,6300,13.25,3891.3,27,Avrupa,80570630.22
Airbus A350,1996,2,Turbofan,350,14800,14.76,2336.06,27,Asya,386330067.2
Boeing 737,2013,2,Turbofan,162,5700,10.3,2208.17,10,Avustralya,111906992.06
Bombardier CRJ200,1991,2,Turbofan,50,3000,11.92,796.0,32,Afrika,13067978.33
Airbus A320,2009,2,Turbofan,180,6300,10.73,3986.26,14,Güney Amerika,111794735.91
Boeing 777,2003,2,Turbofan,396,15600,8.13,996.95,20,Güney Amerika,387928775.01
Airbus A350,2022,2,Turbofan,350,14800,6.54,1597.21,1,Güney Amerika,694906560.07
Boeing 737,2000,2,Turbofan,162,5700,13.96,844.56,23,Avustralya,64447452.84
Boeing 737,2020,2,Turbofan,162,5700,7.16,2886.85,3,Kuzey Amerika,145793673.73
Boeing 737,1990,2,Turbofan,162,5700,4.32,4648.45,33,Afrika,67306889.56
Airbus A350,2001,2,Turbofan,350,14800,14.69,1829.99,22,Kuzey Amerika,408532663.03
Bombardier CRJ200,1986,2,Turbofan,50,3000,2.34,1164.4,37,Avrupa,12008893.73
Boeing 777,1999,2,Turbofan,396,15600,5.63,4954.65,24,Avrupa,396076938.59
Airbus A350,2014,2,Turbofan,350,14800,8.26,867.16,9,Avrupa,616096990.65
Boeing 737,2008,2,Turbofan,162,5700,9.88,2327.77,15,Güney Amerika,95225532.11
Airbus A350,2017,2,Turbofan,350,14800,11.02,2906.33,6,Güney Amerika,648645791.83
Bombardier CRJ200,2007,2,Turbofan,50,3000,3.91,4534.18,16,Avustralya,15830963.13
Airbus A350,2010,2,Turbofan,350,14800,8.66,1128.37,13,Avrupa,537379049.38
Boeing 777,2003,2,Turbofan,396,15600,7.5,1945.31,20,Güney Amerika,433062012.76
Boeing 777,2010,2,Turbofan,396,15600,8.86,1933.23,13,Avustralya,593945225.29
Airbus A350,1999,2,Turbofan,350,14800,7.09,4759.84,24,Asya,380901050.64
Airbus A320,2012,2,Turbofan,180,6300,4.99,1155.84,11,Asya,114495308.15
Airbus A350,2007,2,Turbofan,350,14800,2.88,3281.41,16,Kuzey Amerika,623200334.95
Cessna 172,2005,1,Piston,4,1285,10.77,2398.36,18,Güney Amerika,253194.79
Boeing 737,1990,2,Turbofan,162,5700,6.77,4934.84,33,Güney Amerika,59097792.66
Airbus A320,1999,2,Turbofan,180,6300,7.05,2637.58,24,Güney Amerika,90445387.87
Bombardier CRJ200,2013,2,Turbofan,50,3000,2.28,2041.43,10,Avrupa,20900982.14
Cessna 172,1988,1,Piston,4,1285,15.82,3606.77,35,Avrupa,207416.56
Bombardier CRJ200,2001,2,Turbofan,50,3000,13.6,3160.2,22,Asya,12440429.59
Boeing 737,1999,2,Turbofan,162,5700,5.92,4405.25,24,Avrupa,69008969.87
Boeing 777,2009,2,Turbofan,396,15600,8.84,2543.34,14,Afrika,578875146.46
Airbus A320,2009,2,Turbofan,180,6300,9.86,2659.67,14,Asya,93253667.52
Bombardier CRJ200,1989,2,Turbofan,50,3000,14.15,2657.51,34,Avrupa,11105275.37
Airbus A320,1999,2,Turbofan,180,6300,3.0,4643.32,24,Kuzey Amerika,73980986.51
Boeing 737,1991,2,Turbofan,162,5700,10.86,3243.02,32,Avrupa,75793656.17
Airbus A320,2007,2,Turbofan,180,6300,13.08,1277.4,16,Asya,107161726.39
Bombardier CRJ200,1995,2,Turbofan,50,3000,7.21,1130.12,28,Avrupa,12176442.31
Bombardier CRJ200,2015,2,Turbofan,50,3000,14.24,3513.86,8,Kuzey Amerika,18684934.36
Boeing 737,2010,2,Turbofan,162,5700,9.03,3827.01,13,Avrupa,93566144.53
Boeing 777,1986,2,Turbofan,396,15600,9.75,3025.43,37,Afrika,427666812.72
Cessna 172,2023,1,Piston,4,1285,43.54,2344.91,0,Afrika,437217.81
Bombardier CRJ200,1993,2,Turbofan,50,3000,13.75,3750.05,30,Afrika,10483181.38
Bombardier CRJ200,2004,2,Turbofan,50,3000,8.61,4477.63,19,Afrika,13164598.76
Bombardier CRJ200,1995,2,Turbofan,50,3000,13.78,2606.8,28,Asya,14049096.89
Airbus A350,1988,2,Turbofan,350,14800,13.64,4688.17,35,Kuzey Amerika,366779052.04
Airbus A320,2005,2,Turbofan,180,6300,12.13,2833.91,18,Kuzey Amerika,105122509.23
Boeing 777,2023,2,Turbofan,396,15600,14.92,3029.35,0,Avustralya,936861314.47
Airbus A350,2018,2,Turbofan,350,14800,8.42,4066.66,5,Afrika,645448272.16
Cessna 172,1984,1,Piston,4,1285,31.85,4356.43,39,Kuzey Amerika,194227.22
Airbus A350,2022,2,Turbofan,350,14800,11.54,2270.36,1,Avustralya,714759316.55
Cessna 172,1981,1,Piston,4,1285,20.07,4645.79,42,Avrupa,192563.03
Cessna 172,1991,1,Piston,4,1285,48.41,3608.25,32,Avrupa,204858.22
Boeing 777,2003,2,Turbofan,396,15600,10.02,3384.28,20,Kuzey Amerika,436253411.01
Cessna 172,1980,1,Piston,4,1285,34.08,3782.77,43,Güney Amerika,216079.22
Cessna 172,2005,1,Piston,4,1285,45.95,3476.65,18,Asya,291770.25
Bombardier CRJ200,1994,2,Turbofan,50,3000,14.87,4672.33,29,Avrupa,12888575.87
Airbus A350,1992,2,Turbofan,350,14800,3.42,3115.77,31,Asya,426643471.43
Airbus A320,1999,2,Turbofan,180,6300,2.74,624.76,24,Afrika,79805424.12
Boeing 737,2001,2,Turbofan,162,5700,11.5,802.21,22,Afrika,54629160.62
Bombardier CRJ200,1991,2,Turbofan,50,3000,11.52,975.28,32,Afrika,12099862.64
Airbus A320,1998,2,Turbofan,180,6300,5.45,1944.59,25,Kuzey Amerika,84349089.12
Airbus A350,2023,2,Turbofan,350,14800,10.34,2130.85,0,Afrika,891513703.93
Boeing 737,1996,2,Turbofan,162,5700,12.33,1720.5,27,Afrika,59764674.23
Airbus A320,1990,2,Turbofan,180,6300,11.2,4020.98,33,Afrika,74740769.95
Bombardier CRJ200,2013,2,Turbofan,50,3000,3.51,1321.88,10,Asya,20216957.55
Airbus A350,1985,2,Turbofan,350,14800,10.56,1972.66,38,Kuzey Amerika,393463873.9
Bombardier CRJ200,1986,2,Turbofan,50,3000,8.59,1058.72,37,Avustralya,12013487.2
Airbus A350,1980,2,Turbofan,350,14800,8.18,836.79,43,Avrupa,363895620.85
Boeing 777,1988,2,Turbofan,396,15600,7.78,2397.57,35,Güney Amerika,392365328.93
Cessna 172,2004,1,Piston,4,1285,24.76,3904.18,19,Avustralya,253568.65
Airbus A350,1980,2,Turbofan,350,14800,6.8,3718.27,43,Afrika,432774881.94
Bombardier CRJ200,2022,2,Turbofan,50,3000,3.42,4778.07,1,Afrika,19049803.87
Airbus A350,1983,2,Turbofan,350,14800,9.9,648.11,40,Kuzey Amerika,263905234.66
Airbus A350,1996,2,Turbofan,350,14800,9.22,3402.34,27,Avustralya,318530122.49
Bombardier CRJ200,1987,2,Turbofan,50,3000,13.36,3353.4,36,Güney Amerika,12049241.15
Airbus A350,2012,2,Turbofan,350,14800,10.31,2578.39,11,Kuzey Amerika,678545114.06
Airbus A350,2001,2,Turbofan,350,14800,7.95,2550.68,22,Güney Amerika,472116187.69
Boeing 777,1987,2,Turbofan,396,15600,8.79,1754.27,36,Avrupa,395709842.77
Airbus A350,2014,2,Turbofan,350,14800,3.36,2052.33,9,Afrika,623289652.15
Bombardier CRJ200,1985,2,Turbofan,50,3000,14.93,2064.11,38,Avrupa,11593700.11
Boeing 737,2001,2,Turbofan,162,5700,5.1,1860.79,22,Avustralya,79663036.7
Cessna 172,1996,1,Piston,4,1285,38.38,1366.33,27,Avrupa,218932.48
Cessna 172,2019,1,Piston,4,1285,46.76,776.33,4,Avustralya,277063.11
Airbus A350,2007,2,Turbofan,350,14800,14.87,4879.88,16,Asya,479863030.4
Airbus A350,1998,2,Turbofan,350,14800,3.65,3425.8,25,Asya,494649415.3
Boeing 737,2011,2,Turbofan,162,5700,9.4,2815.01,12,Afrika,103164268.73
Boeing 777,1983,2,Turbofan,396,15600,11.25,584.26,40,Güney Amerika,372537732.58
Bombardier CRJ200,2003,2,Turbofan,50,3000,9.39,3066.08,20,Kuzey Amerika,14994130.4
Airbus A350,2001,2,Turbofan,350,14800,3.11,3571.03,22,Avustralya,357394840.07
Boeing 777,1981,2,Turbofan,396,15600,12.05,2781.51,42,Güney Amerika,430368041.15
Boeing 777,1991,2,Turbofan,396,15600,3.55,3675.41,32,Kuzey Amerika,414178169.57
Boeing 777,2006,2,Turbofan,396,15600,13.09,1205.46,17,Asya,529065138.3
Airbus A350,2000,2,Turbofan,350,14800,12.06,3661.47,23,Kuzey Amerika,362571063.53
Bombardier CRJ200,1982,2,Turbofan,50,3000,6.68,4577.09,41,Güney Amerika,10854711.85
Boeing 737,2002,2,Turbofan,162,5700,9.81,783.57,21,Avustralya,75538405.19
Boeing 737,2014,2,Turbofan,162,5700,13.37,3387.86,9,Avustralya,100631073.29
Airbus A350,1995,2,Turbofan,350,14800,3.46,4031.77,28,Avrupa,421277909.09
Boeing 737,2014,2,Turbofan,162,5700,14.64,2378.04,9,Asya,98145583.85
Airbus A320,1989,2,Turbofan,180,6300,2.2,3810.83,34,Avustralya,81706730.44
Airbus A350,2007,2,Turbofan,350,14800,8.97,4392.36,16,Kuzey Amerika,473206515.38
Boeing 777,2009,2,Turbofan,396,15600,6.57,1800.72,14,Avustralya,498578409.14
Cessna 172,1995,1,Piston,4,1285,34.35,1593.09,28,Avustralya,188684.18
Cessna 172,2016,1,Piston,4,1285,22.28,4551.82,7,Afrika,382881.4
Boeing 737,1984,2,Turbofan,162,5700,14.1,3838.02,39,Kuzey Amerika,61012978.32
Boeing 777,1982,2,Turbofan,396,15600,3.88,1244.84,41,Avrupa,486457102.79
Cessna 172,2020,1,Piston,4,1285,33.96,2660.78,3,Asya,434273.4
Airbus A350,2012,2,Turbofan,350,14800,8.23,1311.71,11,Avustralya,533792987.79
Boeing 737,2001,2,Turbofan,162,5700,7.87,3557.51,22,Avustralya,84592719.16
Bombardier CRJ200,1999,2,Turbofan,50,3000,5.95,2001.2,24,Afrika,12129481.83
Airbus A350,1981,2,Turbofan,350,14800,12.99,3508.36,42,Avrupa,369942985.23
Bombardier CRJ200,1996,2,Turbofan,50,3000,2.6,2095.82,27,Avustralya,11689731.52
Bombardier CRJ200,1985,2,Turbofan,50,3000,5.82,3823.51,38,Afrika,10970555.61
Boeing 737,1992,2,Turbofan,162,5700,7.4,3086.16,31,Güney Amerika,61283093.08
Boeing 777,1999,2,Turbofan,396,15600,9.96,3761.92,24,Güney Amerika,381542034.67
Cessna 172,2014,1,Piston,4,1285,16.53,1039.0,9,Avrupa,389639.99
Bombardier CRJ200,1983,2,Turbofan,50,3000,9.74,2072.64,40,Kuzey Amerika,12680986.35
Cessna 172,2010,1,Piston,4,1285,22.46,1267.9,13,Avrupa,355010.71
Airbus A350,1997,2,Turbofan,350,14800,12.77,3687.68,26,Avustralya,358038980.62
Bombardier CRJ200,1991,2,Turbofan,50,3000,4.41,1785.46,32,Kuzey Amerika,13637284.86
Cessna 172,2022,1,Piston,4,1285,32.69,850.92,1,Asya,386373.29
Cessna 172,2005,1,Piston,4,1285,10.7,2430.83,18,Avrupa,252123.43
Bombardier CRJ200,1998,2,Turbofan,50,3000,10.21,1003.37,25,Kuzey Amerika,10915260.3
Boeing 737,2006,2,Turbofan,162,5700,5.61,1590.79,17,Avrupa,83114225.94
Boeing 737,2006,2,Turbofan,162,5700,11.41,2264.58,17,Avustralya,91671927.1
Airbus A320,1997,2,Turbofan,180,6300,2.33,4593.26,26,Kuzey Amerika,95210868.15
Airbus A350,2018,2,Turbofan,350,14800,12.04,1933.53,5,Avustralya,602837424.49
Boeing 777,1986,2,Turbofan,396,15600,14.26,4871.65,37,Avrupa,362954562.96
Airbus A320,1981,2,Turbofan,180,6300,7.96,4808.71,42,Avustralya,72524877.45
Boeing 777,1994,2,Turbofan,396,15600,11.19,1437.34,29,Asya,358233846.87
Cessna 172,1998,1,Piston,4,1285,16.5,4456.62,25,Avustralya,194112.7
Bombardier CRJ200,2018,2,Turbofan,50,3000,5.5,789.77,5,Afrika,19669793.63
Cessna 172,2006,1,Piston,4,1285,35.09,2622.18,17,Avustralya,289690.99
Cessna 172,2001,1,Piston,4,1285,19.19,4319.32,22,Güney Amerika,225970.55
Airbus A350,2010,2,Turbofan,350,14800,7.6,3545.45,13,Güney Amerika,587890264.14
Boeing 737,2001,2,Turbofan,162,5700,11.29,1016.07,22,Kuzey Amerika,66890772.1
Boeing 777,2002,2,Turbofan,396,15600,10.49,2112.45,21,Afrika,437497605.66
Airbus A320,2009,2,Turbofan,180,6300,4.39,1552.98,14,Avustralya,112662601.57
Airbus A350,1993,2,Turbofan,350,14800,5.04,2428.91,30,Güney Amerika,362222638.81
Bombardier CRJ200,1990,2,Turbofan,50,3000,7.58,741.43,33,Avustralya,12904281.4
Airbus A350,1996,2,Turbofan,350,14800,2.12,4373.58,27,Afrika,406547592.83
Boeing 737,2022,2,Turbofan,162,5700,6.44,4848.89,1,Güney Amerika,97501617.22
Boeing 737,2020,2,Turbofan,162,5700,12.95,2100.92,3,Afrika,114280346.57
Cessna 172,2002,1,Piston,4,1285,49.69,3858.89,21,Asya,229617.38
Airbus A320,2013,2,Turbofan,180,6300,14.96,905.33,10,Kuzey Amerika,153934422.44
Boeing 777,1998,2,Turbofan,396,15600,11.11,2981.89,25,Kuzey Amerika,442861699.2
Airbus A350,2023,2,Turbofan,350,14800,4.16,4741.6,0,Afrika,578882503.19
Boeing 737,1989,2,Turbofan,162,5700,3.98,1815.68,34,Güney Amerika,61962201.78
Cessna 172,1990,1,Piston,4,1285,26.25,2813.85,33,Güney Amerika,203231.23
Boeing 777,2016,2,Turbofan,396,15600,14.45,701.67,7,Afrika,721016164.24
Airbus A350,1981,2,Turbofan,350,14800,5.41,1568.65,42,Kuzey Amerika,431957835.14
Cessna 172,2011,1,Piston,4,1285,26.77,2710.19,12,Avrupa,354096.59
Airbus A350,2014,2,Turbofan,350,14800,10.51,2666.58,9,Avrupa,573244571.84
Airbus A350,2018,2,Turbofan,350,14800,8.94,1351.73,5,Asya,689418337.26
Boeing 737,2005,2,Turbofan,162,5700,12.0,4013.72,18,Avrupa,65150740.5
Airbus A320,1987,2,Turbofan,180,6300,11.03,2093.99,36,Güney Amerika,79619028.41
Boeing 777,1991,2,Turbofan,396,15600,10.84,1167.85,32,Avrupa,419997063.87
Bombardier CRJ200,2005,2,Turbofan,50,3000,13.34,972.07,18,Güney Amerika,11758952.79
Airbus A350,2002,2,Turbofan,350,14800,6.95,756.53,21,Avrupa,446871909.03
Airbus A350,2018,2,Turbofan,350,14800,2.27,4564.43,5,Kuzey Amerika,721367003.52
Boeing 777,2003,2,Turbofan,396,15600,7.57,2276.78,20,Avustralya,474953862.49
Boeing 737,2022,2,Turbofan,162,5700,8.02,3103.52,1,Avustralya,133371035.2
Bombardier CRJ200,2020,2,Turbofan,50,3000,4.74,978.64,3,Kuzey Amerika,23129168.88
Cessna 172,2014,1,Piston,4,1285,42.35,2166.03,9,Güney Amerika,370689.64
Airbus A350,1994,2,Turbofan,350,14800,14.23,747.31,29,Afrika,359343952.5
Airbus A350,2009,2,Turbofan,350,14800,10.56,3023.36,14,Kuzey Amerika,602914514.95
Airbus A350,1990,2,Turbofan,350,14800,2.64,1249.55,33,Avrupa,350557959.81
Airbus A350,1998,2,Turbofan,350,14800,13.1,2279.83,25,Asya,376413278.05
Cessna 172,2001,1,Piston,4,1285,15.2,3074.62,22,Afrika,278479.71
Bombardier CRJ200,1991,2,Turbofan,50,3000,12.23,4283.07,32,Avustralya,11530677.72
Boeing 737,2004,2,Turbofan,162,5700,13.43,4840.07,19,Güney Amerika,95106883.52
Bombardier CRJ200,2006,2,Turbofan,50,3000,6.83,3399.94,17,Afrika,17875693.07
Airbus A350,1992,2,Turbofan,350,14800,5.99,2274.09,31,Avustralya,443089726.1
Boeing 737,2019,2,Turbofan,162,5700,9.46,2331.55,4,Avrupa,98007933.02
Airbus A320,2019,2,Turbofan,180,6300,8.91,3924.33,4,Güney Amerika,137143348.77
Cessna 172,1985,1,Piston,4,1285,24.73,804.54,38,Güney Amerika,220355.85
Cessna 172,2006,1,Piston,4,1285,47.53,1954.61,17,Asya,295332.5
Boeing 777,2019,2,Turbofan,396,15600,14.5,844.71,4,Avrupa,588524606.97
Airbus A320,2016,2,Turbofan,180,6300,12.36,2925.9,7,Avustralya,122412972.95
Airbus A350,2023,2,Turbofan,350,14800,7.22,4290.94,0,Asya,660480786.17
Boeing 777,1981,2,Turbofan,396,15600,10.34,713.96,42,Avustralya,388621390.87
Cessna 172,2021,1,Piston,4,1285,39.35,789.97,2,Afrika,352890.71
Cessna 172,2012,1,Piston,4,1285,17.32,2927.85,11,Avrupa,339424.19
Airbus A320,2009,2,Turbofan,180,6300,12.39,2474.32,14,Kuzey Amerika,99620652.41
Bombardier CRJ200,1995,2,Turbofan,50,3000,4.43,3757.23,28,Avrupa,11921662.22
Airbus A350,1992,2,Turbofan,350,14800,8.23,3823.47,31,Kuzey Amerika,415616521.58
Airbus A320,1998,2,Turbofan,180,6300,2.43,3688.72,25,Asya,77161298.16
Boeing 737,1993,2,Turbofan,162,5700,13.32,1832.78,30,Güney Amerika,63675214.46
Airbus A350,2009,2,Turbofan,350,14800,10.08,3775.22,14,Avrupa,516757980.24
Bombardier CRJ200,2018,2,Turbofan,50,3000,11.43,3922.39,5,Afrika,23741213.18
Airbus A320,1991,2,Turbofan,180,6300,7.23,3405.61,32,Afrika,82680538.26
Cessna 172,2021,1,Piston,4,1285,38.67,2623.59,2,Asya,395096.7
Cessna 172,2001,1,Piston,4,1285,47.23,2039.35,22,Avrupa,254003.37
Airbus A320,2009,2,Turbofan,180,6300,4.33,3103.3,14,Avustralya,119062013.16
Boeing 737,1980,2,Turbofan,162,5700,13.39,1436.21,43,Avustralya,68065766.05
Boeing 737,2023,2,Turbofan,162,5700,13.56,2866.05,0,Avustralya,121018672.67
Airbus A350,2013,2,Turbofan,350,14800,5.51,2641.89,10,Afrika,584944762.41
Airbus A350,1984,2,Turbofan,350,14800,14.44,3718.53,39,Afrika,397948127.56
Boeing 777,2014,2,Turbofan,396,15600,12.03,2538.61,9,Asya,674187469.75
Bombardier CRJ200,2018,2,Turbofan,50,3000,11.24,4293.7,5,Avustralya,26827199.71
Cessna 172,1981,1,Piston,4,1285,20.12,3652.28,42,Afrika,216795.06
Airbus A350,1983,2,Turbofan,350,14800,14.35,4143.11,40,Kuzey Amerika,441780607.91
Airbus A350,1982,2,Turbofan,350,14800,10.61,3816.62,41,Kuzey Amerika,360307479.31
Airbus A350,2012,2,Turbofan,350,14800,13.46,2962.02,11,Avustralya,540245424.42
Bombardier CRJ200,2008,2,Turbofan,50,3000,10.76,4300.5,15,Afrika,16767596.92
Boeing 737,1986,2,Turbofan,162,5700,3.8,4321.66,37,Avrupa,65578931.09
Boeing 777,2017,2,Turbofan,396,15600,11.21,4204.44,6,Asya,673158444.07
Bombardier CRJ200,1990,2,Turbofan,50,3000,10.68,1090.68,33,Kuzey Amerika,11855952.21
Airbus A350,2022,2,Turbofan,350,14800,7.76,2360.83,1,Kuzey Amerika,798906645.56
Airbus A320,1995,2,Turbofan,180,6300,13.6,870.22,28,Afrika,90178315.4
Airbus A320,1996,2,Turbofan,180,6300,10.68,1412.02,27,Asya,82368343.41
Boeing 777,2021,2,Turbofan,396,15600,13.72,3423.8,2,Avustralya,642414676.63
Boeing 737,2009,2,Turbofan,162,5700,10.81,754.32,14,Avustralya,104397391.27
Airbus A350,1995,2,Turbofan,350,14800,8.08,1976.91,28,Kuzey Amerika,394407400.61
Boeing 777,1998,2,Turbofan,396,15600,7.86,4214.47,25,Avustralya,407991739.79
Airbus A350,2001,2,Turbofan,350,14800,5.12,2245.02,22,Afrika,381549604.98
Bombardier CRJ200,1996,2,Turbofan,50,3000,9.46,4869.97,27,Güney Amerika,11738355.06
Boeing 777,2018,2,Turbofan,396,15600,6.59,1075.13,5,Asya,836303758.54
Airbus A320,1989,2,Turbofan,180,6300,14.36,659.77,34,Güney Amerika,97258667.53
Boeing 777,1981,2,Turbofan,396,15600,2.21,1739.19,42,Avrupa,403277602.96
Boeing 777,2016,2,Turbofan,396,15600,2.54,1120.03,7,Kuzey Amerika,632087384.88
Bombardier CRJ200,1998,2,Turbofan,50,3000,10.1,2208.32,25,Kuzey Amerika,11670761.21
Bombardier CRJ200,1990,2,Turbofan,50,3000,4.07,2379.92,33,Güney Amerika,11234438.66
Bombardier CRJ200,1999,2,Turbofan,50,3000,3.11,2777.33,24,Afrika,12592129.09
Bombardier CRJ200,2008,2,Turbofan,50,3000,3.24,1615.54,15,Avustralya,15854638.72
Boeing 777,1989,2,Turbofan,396,15600,13.9,2407.61,34,Avustralya,430369357.79
Bombardier CRJ200,1988,2,Turbofan,50,3000,14.64,4423.61,35,Avrupa,12782369.18
Cessna 172,1998,1,Piston,4,1285,34.34,3934.61,25,Afrika,189779.86
Boeing 777,2020,2,Turbofan,396,15600,14.93,3589.97,3,Avrupa,712083742.63
Boeing 737,1993,2,Turbofan,162,5700,11.41,2603.11,30,Güney Amerika,45595027.48
Boeing 777,1989,2,Turbofan,396,15600,8.56,2346.38,34,Güney Amerika,389511168.38
Boeing 737,1996,2,Turbofan,162,5700,11.73,2151.03,27,Kuzey Amerika,65544777.49
Bombardier CRJ200,2012,2,Turbofan,50,3000,6.02,2036.98,11,Avustralya,18411318.56
Cessna 172,2005,1,Piston,4,1285,22.19,3770.4,18,Afrika,269502.06
Cessna 172,1990,1,Piston,4,1285,23.08,3746.6,33,Kuzey Amerika,202549.06
Bombardier CRJ200,1989,2,Turbofan,50,3000,10.58,3333.02,34,Güney Amerika,12669618.09
Cessna 172,2000,1,Piston,4,1285,16.66,2446.54,23,Güney Amerika,237486.72
Boeing 777,2004,2,Turbofan,396,15600,7.62,1935.17,19,Afrika,545112452.86
Bombardier CRJ200,1990,2,Turbofan,50,3000,11.51,3518.86,33,Güney Amerika,11234785.34
Airbus A350,1991,2,Turbofan,350,14800,12.18,4153.15,32,Afrika,349407348.9
Airbus A350,1980,2,Turbofan,350,14800,9.4,4926.19,43,Avustralya,441487326.59
Boeing 737,2001,2,Turbofan,162,5700,5.81,1412.46,22,Avrupa,74467268.23
Boeing 777,1993,2,Turbofan,396,15600,3.07,1304.24,30,Avrupa,406228718.97
Airbus A320,1997,2,Turbofan,180,6300,13.9,4466.89,26,Güney Amerika,72175417.77
Bombardier CRJ200,1987,2,Turbofan,50,3000,6.29,3470.85,36,Avustralya,10338099.74
Airbus A320,2002,2,Turbofan,180,6300,3.4,4447.21,21,Afrika,85324195.54
Airbus A350,2016,2,Turbofan,350,14800,11.82,795.61,7,Avustralya,618681206.11
Boeing 737,2013,2,Turbofan,162,5700,13.88,1239.24,10,Avrupa,116261671.04
Bombardier CRJ200,1992,2,Turbofan,50,3000,5.12,1514.31,31,Kuzey Amerika,10720003.2
Bombardier CRJ200,1982,2,Turbofan,50,3000,9.29,3086.19,41,Afrika,12982512.59
Bombardier CRJ200,1986,2,Turbofan,50,3000,7.84,3518.09,37,Kuzey Amerika,13020937.05
Cessna 172,1984,1,Piston,4,1285,34.9,4507.88,39,Kuzey Amerika,211446.32
Cessna 172,2014,1,Piston,4,1285,38.86,3073.44,9,Avustralya,341076.55
Cessna 172,1985,1,Piston,4,1285,41.45,2976.51,38,Asya,195571.69
Airbus A350,2016,2,Turbofan,350,14800,9.45,742.63,7,Güney Amerika,603028009.76
Airbus A320,1995,2,Turbofan,180,6300,6.24,3598.7,28,Kuzey Amerika,74091201.81
Bombardier CRJ200,1991,2,Turbofan,50,3000,11.12,946.82,32,Avustralya,12241867.74
Bombardier CRJ200,1995,2,Turbofan,50,3000,10.73,2156.31,28,Avrupa,12390912.51
Bombardier CRJ200,2009,2,Turbofan,50,3000,8.32,1274.75,14,Avrupa,17815949.47
Boeing 737,2018,2,Turbofan,162,5700,12.06,3802.67,5,Kuzey Amerika,106510654.25
Cessna 172,1997,1,Piston,4,1285,33.6,1366.41,26,Asya,228820.5
Bombardier CRJ200,1992,2,Turbofan,50,3000,6.15,3834.89,31,Avustralya,12448620.04
Boeing 737,1988,2,Turbofan,162,5700,4.16,1848.64,35,Güney Amerika,59878674.02
Boeing 777,1983,2,Turbofan,396,15600,6.09,1164.76,40,Avrupa,328331603.08
Airbus A320,1995,2,Turbofan,180,6300,3.26,592.98,28,Güney Amerika,87294091.01
Cessna 172,2010,1,Piston,4,1285,36.39,1807.26,13,Afrika,320589.3
Boeing 737,2014,2,Turbofan,162,5700,4.75,1039.49,9,Asya,94683999.73
Boeing 777,2020,2,Turbofan,396,15600,2.87,1274.85,3,Asya,715473354.09
Airbus A320,2010,2,Turbofan,180,6300,3.29,4239.74,13,Asya,139203048.13
Airbus A350,1985,2,Turbofan,350,14800,5.98,1151.3,38,Afrika,343924335.12
Airbus A320,1986,2,Turbofan,180,6300,5.92,2337.88,37,Güney Amerika,86539974.95
Cessna 172,1993,1,Piston,4,1285,47.58,861.01,30,Güney Amerika,244620.21
Airbus A350,1999,2,Turbofan,350,14800,8.69,3462.61,24,Güney Amerika,396656528.69
Boeing 737,2017,2,Turbofan,162,5700,10.36,903.55,6,Afrika,108538622.29
Boeing 737,2008,2,Turbofan,162,5700,12.17,3331.01,15,Avustralya,78756023.91
Airbus A320,2017,2,Turbofan,180,6300,10.73,3582.7,6,Avustralya,132202504.04
Cessna 172,2009,1,Piston,4,1285,38.78,693.11,14,Asya,278657.13
Boeing 777,2006,2,Turbofan,396,15600,5.43,4786.64,17,Güney Amerika,522092717.5
Boeing 777,2011,2,Turbofan,396,15600,9.18,4355.14,12,Avustralya,551579873.2
Airbus A320,2001,2,Turbofan,180,6300,14.67,710.5,22,Güney Amerika,86288488.65
Airbus A350,2012,2,Turbofan,350,14800,7.86,4648.09,11,Kuzey Amerika,589525660.92
Bombardier CRJ200,1999,2,Turbofan,50,3000,7.99,2173.54,24,Kuzey Amerika,13149317.11
Cessna 172,1995,1,Piston,4,1285,48.3,766.62,28,Kuzey Amerika,234811.56
Boeing 777,2023,2,Turbofan,396,15600,11.69,1165.03,0,Güney Amerika,704909796.4
Cessna 172,1999,1,Piston,4,1285,44.81,1268.29,24,Avustralya,233239.64
Airbus A350,1987,2,Turbofan,350,14800,10.51,2388.63,36,Avrupa,438404057.11
Airbus A350,1980,2,Turbofan,350,14800,5.74,2656.59,43,Kuzey Amerika,373499867.22
Cessna 172,2010,1,Piston,4,1285,44.36,2135.23,13,Afrika,269634.06
Airbus A320,1991,2,Turbofan,180,6300,12.36,4705.72,32,Asya,77071700.15
Airbus A350,2023,2,Turbofan,350,14800,14.99,750.5,0,Kuzey Amerika,680805116.37
Boeing 737,2008,2,Turbofan,162,5700,11.0,1567.25,15,Kuzey Amerika,93213071.93
Bombardier CRJ200,2023,2,Turbofan,50,3000,5.11,4008.92,0,Güney Amerika,22075891.07
Airbus A320,1992,2,Turbofan,180,6300,4.23,3191.08,31,Asya,69880966.86
Airbus A320,1993,2,Turbofan,180,6300,10.83,969.09,30,Kuzey Amerika,78400699.6
Cessna 172,1999,1,Piston,4,1285,27.28,2137.25,24,Kuzey Amerika,256189.89
Cessna 172,2010,1,Piston,4,1285,48.4,2247.84,13,Asya,293821.54
Bombardier CRJ200,1999,2,Turbofan,50,3000,9.07,2228.85,24,Güney Amerika,13376882.36
Airbus A320,2016,2,Turbofan,180,6300,8.09,3258.44,7,Avustralya,142643832.08
